movieId,title,genres,year,title_text,year_text,genres_text,tags,content_features
5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,1981,clash of the titans,year_1981 decade_1980s,Action Action Action Adventure Adventure Adventure Fantasy Fantasy Fantasy Romance Romance Romance,,clash of the titans year_1981 decade_1980s Action Action Action Adventure Adventure Adventure Fantasy Fantasy Fantasy Romance Romance Romance
5541,Hot Shots! (1991),Action|Comedy|Romance|War,1991,hot shots,year_1991 decade_1990s,Action Action Action Comedy Comedy Comedy Romance Romance Romance War War War,,hot shots year_1991 decade_1990s Action Action Action Comedy Comedy Comedy Romance Romance Romance War War War
5548,Down and Out in Beverly Hills (1986),Comedy,1986,down and out in beverly hills,year_1986 decade_1980s,Comedy Comedy Comedy,homeless,down and out in beverly hills year_1986 decade_1980s Comedy Comedy Comedy homeless
5553,Stakeout (1987),Comedy|Crime|Romance|Thriller,1987,stakeout,year_1987 decade_1980s,Comedy Comedy Comedy Crime Crime Crime Romance Romance Romance Thriller Thriller Thriller,,stakeout year_1987 decade_1980s Comedy Comedy Comedy Crime Crime Crime Romance Romance Romance Thriller Thriller Thriller
5568,Johnny Dangerously (1984),Comedy,1984,johnny dangerously,year_1984 decade_1980s,Comedy Comedy Comedy,,johnny dangerously year_1984 decade_1980s Comedy Comedy Comedy
5570,Thesis (Tesis) (1996),Drama|Horror|Thriller,1996,thesis tesis,year_1996 decade_1990s,Drama Drama Drama Horror Horror Horror Thriller Thriller Thriller,,thesis tesis year_1996 decade_1990s Drama Drama Drama Horror Horror Horror Thriller Thriller Thriller
5572,Barbershop (2002),Comedy,2002,barbershop,year_2002 decade_2000s,Comedy Comedy Comedy,,barbershop year_2002 decade_2000s Comedy Comedy Comedy
5573,Stealing Harvard (2002),Comedy|Crime,2002,stealing harvard,year_2002 decade_2000s,Comedy Comedy Comedy Crime Crime Crime,,stealing harvard year_2002 decade_2000s Comedy Comedy Comedy Crime Crime Crime
5574,"Transporter, The (2002)",Action|Crime,2002,transporter the,year_2002 decade_2000s,Action Action Action Crime Crime Crime,,transporter the year_2002 decade_2000s Action Action Action Crime Crime Crime
5577,Igby Goes Down (2002),Comedy|Drama,2002,igby goes down,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,adolescence,igby goes down year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama adolescence
5582,Captain Ron (1992),Adventure|Comedy,1992,captain ron,year_1992 decade_1990s,Adventure Adventure Adventure Comedy Comedy Comedy,,captain ron year_1992 decade_1990s Adventure Adventure Adventure Comedy Comedy Comedy
5585,Ernest Scared Stupid (1991),Comedy,1991,ernest scared stupid,year_1991 decade_1990s,Comedy Comedy Comedy,,ernest scared stupid year_1991 decade_1990s Comedy Comedy Comedy
5608,"Das Experiment (Experiment, The) (2001)",Drama|Thriller,2001,das experiment experiment the,year_2001 decade_2000s,Drama Drama Drama Thriller Thriller Thriller,,das experiment experiment the year_2001 decade_2000s Drama Drama Drama Thriller Thriller Thriller
5617,Secretary (2002),Comedy|Drama|Romance,2002,secretary,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,secretary year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,2001,spirited away sen to chihiro no kamikakushi,year_2001 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Fantasy Fantasy Fantasy,anime,spirited away sen to chihiro no kamikakushi year_2001 decade_2000s Adventure Adventure Adventure Animation Animation Animation Fantasy Fantasy Fantasy anime
5620,Sweet Home Alabama (2002),Comedy|Romance,2002,sweet home alabama,year_2002 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,sweet home alabama year_2002 decade_2000s Comedy Comedy Comedy Romance Romance Romance
5621,"Tuxedo, The (2002)",Action|Comedy,2002,tuxedo the,year_2002 decade_2000s,Action Action Action Comedy Comedy Comedy,,tuxedo the year_2002 decade_2000s Action Action Action Comedy Comedy Comedy
5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller,2001,wasabi,year_2001 decade_2000s,Action Action Action Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,wasabi year_2001 decade_2000s Action Action Action Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
5630,Red Dragon (2002),Crime|Mystery|Thriller,2002,red dragon,year_2002 decade_2000s,Crime Crime Crime Mystery Mystery Mystery Thriller Thriller Thriller,hannibal lecter,red dragon year_2002 decade_2000s Crime Crime Crime Mystery Mystery Mystery Thriller Thriller Thriller hannibal lecter
5632,Bloody Sunday (2002),Drama,2002,bloody sunday,year_2002 decade_2000s,Drama Drama Drama,,bloody sunday year_2002 decade_2000s Drama Drama Drama
5650,Strange Brew (1983),Comedy,1983,strange brew,year_1983 decade_1980s,Comedy Comedy Comedy,,strange brew year_1983 decade_1980s Comedy Comedy Comedy
5665,Knockaround Guys (2002),Action|Comedy|Crime,2002,knockaround guys,year_2002 decade_2000s,Action Action Action Comedy Comedy Comedy Crime Crime Crime,,knockaround guys year_2002 decade_2000s Action Action Action Comedy Comedy Comedy Crime Crime Crime
5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,2002,rules of attraction the,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance Thriller Thriller Thriller,,rules of attraction the year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance Thriller Thriller Thriller
5669,Bowling for Columbine (2002),Documentary,2002,bowling for columbine,year_2002 decade_2000s,Documentary Documentary Documentary,violence in america,bowling for columbine year_2002 decade_2000s Documentary Documentary Documentary violence in america
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,2002,punch drunk love,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,unconventional bittersweet quirky tense unique sad hallucinatory surreal,punch drunk love year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance unconventional bittersweet quirky tense unique sad hallucinatory surreal
5679,"Ring, The (2002)",Horror|Mystery|Thriller,2002,ring the,year_2002 decade_2000s,Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller,,ring the year_2002 decade_2000s Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,1988,grave of the fireflies hotaru no haka,year_1988 decade_1980s,Animation Animation Animation Drama Drama Drama War War War,orphans poignant beautiful downbeat tear jerker,grave of the fireflies hotaru no haka year_1988 decade_1980s Animation Animation Animation Drama Drama Drama War War War orphans poignant beautiful downbeat tear jerker
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,1977,saturday night fever,year_1977 decade_1970s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,saturday night fever year_1977 decade_1970s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
5747,Gallipoli (1981),Drama|War,1981,gallipoli,year_1981 decade_1980s,Drama Drama Drama War War War,,gallipoli year_1981 decade_1980s Drama Drama Drama War War War
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,1981,professional the le professionnel,year_1981 decade_1980s,Action Action Action Drama Drama Drama Thriller Thriller Thriller,,professional the le professionnel year_1981 decade_1980s Action Action Action Drama Drama Drama Thriller Thriller Thriller
5784,Ghost Ship (2002),Horror,2002,ghost ship,year_2002 decade_2000s,Horror Horror Horror,,ghost ship year_2002 decade_2000s Horror Horror Horror
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2002,jackass the movie,year_2002 decade_2000s,Action Action Action Comedy Comedy Comedy Documentary Documentary Documentary,,jackass the movie year_2002 decade_2000s Action Action Action Comedy Comedy Comedy Documentary Documentary Documentary
5791,Frida (2002),Drama|Romance,2002,frida,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance,,frida year_2002 decade_2000s Drama Drama Drama Romance Romance Romance
5792,Roger Dodger (2002),Comedy|Drama,2002,roger dodger,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,dating,roger dodger year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama dating
5796,Casino Royale (1967),Action|Adventure|Comedy,1967,casino royale,year_1967 decade_1960s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy,,casino royale year_1967 decade_1960s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy
5803,I Spy (2002),Action|Adventure|Comedy|Crime,2002,i spy,year_2002 decade_2000s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy Crime Crime Crime,,i spy year_2002 decade_2000s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy Crime Crime Crime
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2002,santa clause 2 the,year_2002 decade_2000s,Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance,,santa clause 2 the year_2002 decade_2000s Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance
5810,8 Mile (2002),Drama,2002,8 mile,year_2002 decade_2000s,Drama Drama Drama,,8 mile year_2002 decade_2000s Drama Drama Drama
5812,Far from Heaven (2002),Drama|Romance,2002,far from heaven,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance,,far from heaven year_2002 decade_2000s Drama Drama Drama Romance Romance Romance
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002,harry potter and the chamber of secrets,year_2002 decade_2000s,Adventure Adventure Adventure Fantasy Fantasy Fantasy,wizards magic,harry potter and the chamber of secrets year_2002 decade_2000s Adventure Adventure Adventure Fantasy Fantasy Fantasy wizards magic
5872,Die Another Day (2002),Action|Adventure|Thriller,2002,die another day,year_2002 decade_2000s,Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller,,die another day year_2002 decade_2000s Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller
5874,Friday After Next (2002),Comedy,2002,friday after next,year_2002 decade_2000s,Comedy Comedy Comedy,,friday after next year_2002 decade_2000s Comedy Comedy Comedy
5876,"Quiet American, The (2002)",Drama|Thriller|War,2002,quiet american the,year_2002 decade_2000s,Drama Drama Drama Thriller Thriller Thriller War War War,,quiet american the year_2002 decade_2000s Drama Drama Drama Thriller Thriller Thriller War War War
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,2002,talk to her hable con ella,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance,coma,talk to her hable con ella year_2002 decade_2000s Drama Drama Drama Romance Romance Romance coma
5881,Solaris (2002),Drama|Romance|Sci-Fi,2002,solaris,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance SciFi SciFi SciFi,,solaris year_2002 decade_2000s Drama Drama Drama Romance Romance Romance SciFi SciFi SciFi
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi,2002,treasure planet,year_2002 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Children Children Children SciFi SciFi SciFi,,treasure planet year_2002 decade_2000s Adventure Adventure Adventure Animation Animation Animation Children Children Children SciFi SciFi SciFi
5900,Analyze That (2002),Comedy|Crime,2002,analyze that,year_2002 decade_2000s,Comedy Comedy Comedy Crime Crime Crime,,analyze that year_2002 decade_2000s Comedy Comedy Comedy Crime Crime Crime
5902,Adaptation (2002),Comedy|Drama|Romance,2002,adaptation,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,adaptation year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,2002,equilibrium,year_2002 decade_2000s,Action Action Action SciFi SciFi SciFi Thriller Thriller Thriller,,equilibrium year_2002 decade_2000s Action Action Action SciFi SciFi SciFi Thriller Thriller Thriller
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,2001,visitor q bizita q,year_2001 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Horror Horror Horror,,visitor q bizita q year_2001 decade_2000s Comedy Comedy Comedy Drama Drama Drama Horror Horror Horror
5941,Drumline (2002),Comedy|Drama|Musical|Romance,2002,drumline,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Musical Musical Musical Romance Romance Romance,,drumline year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Musical Musical Musical Romance Romance Romance
5942,"Hot Chick, The (2002)",Comedy,2002,hot chick the,year_2002 decade_2000s,Comedy Comedy Comedy,,hot chick the year_2002 decade_2000s Comedy Comedy Comedy
5943,Maid in Manhattan (2002),Comedy|Romance,2002,maid in manhattan,year_2002 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,maid in manhattan year_2002 decade_2000s Comedy Comedy Comedy Romance Romance Romance
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,2002,star trek nemesis,year_2002 decade_2000s,Action Action Action Drama Drama Drama SciFi SciFi SciFi Thriller Thriller Thriller,,star trek nemesis year_2002 decade_2000s Action Action Action Drama Drama Drama SciFi SciFi SciFi Thriller Thriller Thriller
5945,About Schmidt (2002),Comedy|Drama,2002,about schmidt,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,,about schmidt year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2002,lord of the rings the two towers the,year_2002 decade_2000s,Adventure Adventure Adventure Fantasy Fantasy Fantasy,tolkein myth,lord of the rings the two towers the year_2002 decade_2000s Adventure Adventure Adventure Fantasy Fantasy Fantasy tolkein myth
5954,25th Hour (2002),Crime|Drama,2002,25th hour,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama,crime nightclub,25th hour year_2002 decade_2000s Crime Crime Crime Drama Drama Drama crime nightclub
5955,Antwone Fisher (2002),Drama,2002,antwone fisher,year_2002 decade_2000s,Drama Drama Drama,,antwone fisher year_2002 decade_2000s Drama Drama Drama
5956,Gangs of New York (2002),Crime|Drama,2002,gangs of new york,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama,,gangs of new york year_2002 decade_2000s Crime Crime Crime Drama Drama Drama
5957,Two Weeks Notice (2002),Comedy|Romance,2002,two weeks notice,year_2002 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,two weeks notice year_2002 decade_2000s Comedy Comedy Comedy Romance Romance Romance
5959,Narc (2002),Crime|Drama|Thriller,2002,narc,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,narc year_2002 decade_2000s Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
5970,My Girl (1991),Comedy|Drama|Romance,1991,my girl,year_1991 decade_1990s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,my girl year_1991 decade_1990s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,1988,my neighbor totoro tonari no totoro,year_1988 decade_1980s,Animation Animation Animation Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy,anime,my neighbor totoro tonari no totoro year_1988 decade_1980s Animation Animation Animation Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy anime
5989,Catch Me If You Can (2002),Crime|Drama,2002,catch me if you can,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama,crime leonardo dicaprio tom hanks intelligent twists turns smart,catch me if you can year_2002 decade_2000s Crime Crime Crime Drama Drama Drama crime leonardo dicaprio tom hanks intelligent twists turns smart
5991,Chicago (2002),Comedy|Crime|Drama|Musical,2002,chicago,year_2002 decade_2000s,Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Musical Musical Musical,jazz murder court,chicago year_2002 decade_2000s Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Musical Musical Musical jazz murder court
5992,"Hours, The (2002)",Drama|Romance,2002,hours the,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance,,hours the year_2002 decade_2000s Drama Drama Drama Romance Romance Romance
5993,Max (2002),Drama,2002,max,year_2002 decade_2000s,Drama Drama Drama,,max year_2002 decade_2000s Drama Drama Drama
5995,"Pianist, The (2002)",Drama|War,2002,pianist the,year_2002 decade_2000s,Drama Drama Drama War War War,holocaust true story,pianist the year_2002 decade_2000s Drama Drama Drama War War War holocaust true story
6001,"King of Comedy, The (1983)",Comedy|Drama,1983,king of comedy the,year_1983 decade_1980s,Comedy Comedy Comedy Drama Drama Drama,,king of comedy the year_1983 decade_1980s Comedy Comedy Comedy Drama Drama Drama
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,2002,confessions of a dangerous mind,year_2002 decade_2000s,Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,television,confessions of a dangerous mind year_2002 decade_2000s Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller television
6006,Just Married (2003),Comedy|Romance,2003,just married,year_2003 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,just married year_2003 decade_2000s Comedy Comedy Comedy Romance Romance Romance
6014,National Security (2003),Action|Comedy,2003,national security,year_2003 decade_2000s,Action Action Action Comedy Comedy Comedy,,national security year_2003 decade_2000s Action Action Action Comedy Comedy Comedy
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,2002,city of god cidade de deus,year_2002 decade_2000s,Action Action Action Adventure Adventure Adventure Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,crime violence photography not seen multiple storylines true story,city of god cidade de deus year_2002 decade_2000s Action Action Action Adventure Adventure Adventure Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller crime violence photography not seen multiple storylines true story
6025,CB4 - The Movie (1993),Comedy,1993,cb4 the movie,year_1993 decade_1990s,Comedy Comedy Comedy,,cb4 the movie year_1993 decade_1990s Comedy Comedy Comedy
6058,Final Destination 2 (2003),Horror|Thriller,2003,final destination 2,year_2003 decade_2000s,Horror Horror Horror Thriller Thriller Thriller,violent sequel,final destination 2 year_2003 decade_2000s Horror Horror Horror Thriller Thriller Thriller violent sequel
6059,"Recruit, The (2003)",Action|Thriller,2003,recruit the,year_2003 decade_2000s,Action Action Action Thriller Thriller Thriller,,recruit the year_2003 decade_2000s Action Action Action Thriller Thriller Thriller
6062,Lost in La Mancha (2002),Documentary,2002,lost in la mancha,year_2002 decade_2000s,Documentary Documentary Documentary,,lost in la mancha year_2002 decade_2000s Documentary Documentary Documentary
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,1982,monty python live at the hollywood bowl,year_1982 decade_1980s,Comedy Comedy Comedy,spoof,monty python live at the hollywood bowl year_1982 decade_1980s Comedy Comedy Comedy spoof
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,2003,how to lose a guy in 10 days,year_2003 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,how to lose a guy in 10 days year_2003 decade_2000s Comedy Comedy Comedy Romance Romance Romance
6156,Shanghai Knights (2003),Action|Adventure|Comedy,2003,shanghai knights,year_2003 decade_2000s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy,england,shanghai knights year_2003 decade_2000s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy england
6157,Daredevil (2003),Action|Crime,2003,daredevil,year_2003 decade_2000s,Action Action Action Crime Crime Crime,bad ben affleck,daredevil year_2003 decade_2000s Action Action Action Crime Crime Crime bad ben affleck
6166,Dennis the Menace (1993),Comedy,1993,dennis the menace,year_1993 decade_1990s,Comedy Comedy Comedy,,dennis the menace year_1993 decade_1990s Comedy Comedy Comedy
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,2003,life of david gale the,year_2003 decade_2000s,Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,life of david gale the year_2003 decade_2000s Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
6188,Old School (2003),Comedy,2003,old school,year_2003 decade_2000s,Comedy Comedy Comedy,comedy will ferrell,old school year_2003 decade_2000s Comedy Comedy Comedy comedy will ferrell
6212,Bringing Down the House (2003),Comedy,2003,bringing down the house,year_2003 decade_2000s,Comedy Comedy Comedy,,bringing down the house year_2003 decade_2000s Comedy Comedy Comedy
6213,Tears of the Sun (2003),Action|Drama|Thriller,2003,tears of the sun,year_2003 decade_2000s,Action Action Action Drama Drama Drama Thriller Thriller Thriller,,tears of the sun year_2003 decade_2000s Action Action Action Drama Drama Drama Thriller Thriller Thriller
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,2002,irreversible irr versible,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller,disturbing dark,irreversible irr versible year_2002 decade_2000s Crime Crime Crime Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller disturbing dark
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,2002,bend it like beckham,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,bend it like beckham year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
6238,Green Card (1990),Comedy|Drama|Romance,1990,green card,year_1990 decade_1990s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,immigrants,green card year_1990 decade_1990s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance immigrants
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,1998,ringu ring,year_1998 decade_1990s,Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller,television,ringu ring year_1998 decade_1990s Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller television
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,2003,dreamcatcher,year_2003 decade_2000s,Drama Drama Drama Horror Horror Horror SciFi SciFi SciFi Thriller Thriller Thriller,,dreamcatcher year_2003 decade_2000s Drama Drama Drama Horror Horror Horror SciFi SciFi SciFi Thriller Thriller Thriller
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,2003,core the,year_2003 decade_2000s,Action Action Action Drama Drama Drama SciFi SciFi SciFi Thriller Thriller Thriller,,core the year_2003 decade_2000s Action Action Action Drama Drama Drama SciFi SciFi SciFi Thriller Thriller Thriller
6266,What a Girl Wants (2003),Comedy|Drama|Romance,2003,what a girl wants,year_2003 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,what a girl wants year_2003 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
6281,Phone Booth (2002),Drama|Thriller,2002,phone booth,year_2002 decade_2000s,Drama Drama Drama Thriller Thriller Thriller,crime,phone booth year_2002 decade_2000s Drama Drama Drama Thriller Thriller Thriller crime
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,2001,cowboy bebop the movie cowboy bebop tengoku no tobira,year_2001 decade_2000s,Action Action Action Animation Animation Animation SciFi SciFi SciFi Thriller Thriller Thriller,anime sci fi,cowboy bebop the movie cowboy bebop tengoku no tobira year_2001 decade_2000s Action Action Action Animation Animation Animation SciFi SciFi SciFi Thriller Thriller Thriller anime sci fi
6287,Anger Management (2003),Comedy,2003,anger management,year_2003 decade_2000s,Comedy Comedy Comedy,,anger management year_2003 decade_2000s Comedy Comedy Comedy
6290,House of 1000 Corpses (2003),Horror,2003,house of 1000 corpses,year_2003 decade_2000s,Horror Horror Horror,rob zombie,house of 1000 corpses year_2003 decade_2000s Horror Horror Horror rob zombie
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,2003,bulletproof monk,year_2003 decade_2000s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi,,bulletproof monk year_2003 decade_2000s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi
6296,"Mighty Wind, A (2003)",Comedy|Musical,2003,mighty wind a,year_2003 decade_2000s,Comedy Comedy Comedy Musical Musical Musical,mockumentary,mighty wind a year_2003 decade_2000s Comedy Comedy Comedy Musical Musical Musical mockumentary
6297,Holes (2003),Adventure|Children|Comedy|Mystery,2003,holes,year_2003 decade_2000s,Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Mystery Mystery Mystery,children,holes year_2003 decade_2000s Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Mystery Mystery Mystery children
6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,2001,winged migration peuple migrateur le,year_2001 decade_2000s,Documentary Documentary Documentary,birds,winged migration peuple migrateur le year_2001 decade_2000s Documentary Documentary Documentary birds
6301,Straw Dogs (1971),Drama|Thriller,1971,straw dogs,year_1971 decade_1970s,Drama Drama Drama Thriller Thriller Thriller,,straw dogs year_1971 decade_1970s Drama Drama Drama Thriller Thriller Thriller
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi,1971,andromeda strain the,year_1971 decade_1970s,Mystery Mystery Mystery SciFi SciFi SciFi,,andromeda strain the year_1971 decade_1970s Mystery Mystery Mystery SciFi SciFi SciFi
6305,Fahrenheit 451 (1966),Drama|Sci-Fi,1966,fahrenheit 451,year_1966 decade_1960s,Drama Drama Drama SciFi SciFi SciFi,ray bradbury,fahrenheit 451 year_1966 decade_1960s Drama Drama Drama SciFi SciFi SciFi ray bradbury
6322,Confidence (2003),Crime|Thriller,2003,confidence,year_2003 decade_2000s,Crime Crime Crime Thriller Thriller Thriller,,confidence year_2003 decade_2000s Crime Crime Crime Thriller Thriller Thriller
6323,Identity (2003),Crime|Horror|Mystery|Thriller,2003,identity,year_2003 decade_2000s,Crime Crime Crime Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller,,identity year_2003 decade_2000s Crime Crime Crime Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller
6331,Spellbound (2002),Documentary,2002,spellbound,year_2002 decade_2000s,Documentary Documentary Documentary,,spellbound year_2002 decade_2000s Documentary Documentary Documentary
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,2003,x2 x men united,year_2003 decade_2000s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller,superhero,x2 x men united year_2003 decade_2000s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller superhero
6338,Daddy Day Care (2003),Children|Comedy,2003,daddy day care,year_2003 decade_2000s,Children Children Children Comedy Comedy Comedy,,daddy day care year_2003 decade_2000s Children Children Children Comedy Comedy Comedy
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1986,laputa castle in the sky tenk no shiro rapyuta,year_1986 decade_1980s,Action Action Action Adventure Adventure Adventure Animation Animation Animation Children Children Children Fantasy Fantasy Fantasy SciFi SciFi SciFi,anime,laputa castle in the sky tenk no shiro rapyuta year_1986 decade_1980s Action Action Action Adventure Adventure Adventure Animation Animation Animation Children Children Children Fantasy Fantasy Fantasy SciFi SciFi SciFi anime
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller,2003,matrix reloaded the,year_2003 decade_2000s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller,,matrix reloaded the year_2003 decade_2000s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller
6367,Down with Love (2003),Comedy|Romance,2003,down with love,year_2003 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,retro,down with love year_2003 decade_2000s Comedy Comedy Comedy Romance Romance Romance retro
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance,2002,spanish apartment the l auberge espagnole,year_2002 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,spanish apartment the l auberge espagnole year_2002 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
